signal_ic1,signal_ic2,signal_ic3,signal_ic4,signal_ic5,signal_ic6,signal_ic7,signal_ic8,signal_ic9,signal_ic10,signal_ic11,signal_ic12,signal_ic13,signal_ic14,signal_ic15,signal_ic16,signal_ic17,signal_ic18,signal_ic19,signal_ic20,signal_ic21,signal_ic22,signal_ic23,signal_ic24,signal_ic25,signal_ic26,signal_ic27,signal_ic28,signal_ic29,signal_ic30,signal_ic31,signal_ic32,signal_ic33,signal_ic34,signal_ic35,signal_ic36,signal_ic37,signal_ic38,signal_ic39,signal_ic40,signal_ic41,signal_ic42,signal_ic43,signal_ic44,signal_ic45,signal_ic46
-0.222306727964309,-0.608132897346937,-0.278051628369051,0.247667323252741,-0.164067047295065,-0.382112762874005,0.125217585868255,1.32230331531293,-0.431222515718986,-1.47115558389266,1.75855657464564,-0.54381340184233,0.347698334950534,0.151312279774174,-1.01305548536758,0.196241689630977,-0.698993313206139,-1.14284438410899,-0.658678544793744,-0.349500572695723,-1.20973511537175,0.132961228521661,-0.367458224842485,0.133976904661445,-1.02402110569219,-0.0414588360185705,-0.612240780911372,-0.787633448143209,0.588265256135963,-0.620524773971332,0.597124363448843,-0.152336284611221,-0.255979173436777,-1.10220076959026,-0.198943410802712,-0.709343606207091,-0.491750930971327,0.380852064582778,-0.36259392459758,0.0887873085161932,-0.493623621542434,-0.0304148016197054,-0.198338190887137,-0.40545624287891,1.1969916998957,0.439218970150017
-0.486987975746256,-0.215635917162484,-0.432789898527765,0.169327198573136,-0.193205102530876,-0.0741186216169915,-0.283499599331545,-3.40296524103305,-0.124824504588164,1.62732709769129,-1.12267134155497,-0.0366886532422235,0.653112050294049,0.689951807476768,0.226474945881844,-1.67114285850299,1.43283387240639,0.291215462787515,0.0230770501269286,-0.465331396472149,0.266183000456599,0.20402402330684,-1.00453760294874,-1.51140689951699,-0.566222555631347,0.899897239226726,-0.0685799931067087,-0.924668067911034,-1.5351189674392,-0.49226272910546,-0.35608078867705,-0.71142618719074,-0.700910723360237,-0.704500133257699,0.265806161500453,-1.73571709677455,-0.725912111343104,0.329624023554638,-0.404654328653911,0.0726198021529038,0.186360459343721,0.355784006080306,0.833292774934797,-0.202984905235342,1.5636216669701,0.339644351056967
-0.256558680851265,-0.803722073093179,-0.00334920134263339,0.37499338382236,2.03037594363363,-0.968271540347203,0.121879276984356,0.287829992253033,0.55291602695524,-0.454616820680273,0.307354197780126,-0.0999770319258605,-1.28314051889597,0.45619715667079,-0.172543894759951,-0.914575175563981,0.53233055101309,0.290108497259229,0.406155308138204,-0.747769359215761,-0.132597451278445,-0.98923746389759,1.02610015049362,-0.501872803791449,0.287306734190275,0.158015761879658,0.787139320504675,0.508822708576936,-0.257540560736089,-0.549242959297664,0.32302120781976,0.252780082344355,-0.0650079427997007,-1.00725748685726,0.0164864045448095,2.37540738963611,0.450276365728427,0.522842058235471,-0.151932494445476,-0.773039182702594,-2.03868392359441,-0.646269182880695,1.34045161327319,-0.277128217737255,-0.364411101085568,-0.0567820900328705
0.98976753579265,-1.93034015423012,0.796230871860304,-1.69404826247781,0.28146193814381,-2.45191128225765,-0.390230734957956,-1.50629465673885,0.466635654544747,0.944846061366453,0.0334538082445533,2.29916719991982,0.660658789729772,1.28820614479614,0.126889171543741,-1.39955556880763,1.02632058901849,-1.48535038626579,0.688811283677341,0.392394092646621,-0.0247289957657866,-0.740086485836628,-0.395751842444176,-0.969255277587929,-1.85558036060608,0.0407441710841451,-1.4949622595224,0.912896776337573,-1.31365267571674,-0.346603678282065,1.06462433331893,-1.47871457816052,-0.108604442933169,-1.05330930140474,1.41299598928112,-0.35681903766643,1.34530110205876,-0.771894144548012,1.06843656163655,-0.0900188396293981,1.36697586577635,-0.0189382971545804,-1.93831216532719,0.0912610028754688,-0.343230753232531,-0.448017918018409
0.224931215323498,1.03240530065935,-0.469054017131406,0.820430398669345,-0.912589288096861,0.00435566845620661,1.90671782243735,-0.455652334003394,0.72981063498563,1.09124566020545,0.22287276378818,-0.248118262665744,0.687591866843355,1.01434174441124,0.587029195675858,-0.154643599658315,0.680442899590344,0.0527483498851345,0.17550065145997,0.0365599104589599,-0.28235629097557,-0.835221961313728,-0.185422593128001,-0.681935660581671,0.730724888285522,0.529791113393478,-0.772407845931477,0.0903341789114025,-0.488239220466572,0.506465943895686,-0.590277286200225,0.768478890546093,-0.607861448276042,0.701309919266557,0.240002940744046,-0.908783011464492,-0.0251924649233326,-0.370969510808442,0.603646263109315,0.472129375217081,0.405861077743772,0.101478314955583,0.283125170073519,0.187691480210094,-0.833641675692554,-0.582826000618611
-0.189295278693581,0.571975745122175,-0.996303996473554,-0.260701696067283,2.22630632836275,-0.456805368694308,0.112692850488031,-0.836580173861447,0.0801365594544657,-0.171710604662725,-0.211675902409678,-1.39101835653179,-0.288334039471023,0.916918189704496,0.705612906138169,-0.425207429201995,0.647516852592509,-0.15399141834444,0.347613010988739,-1.15518120582059,1.09864712522864,0.232850735374943,-0.851443247309987,-1.61692939621626,0.251876343454046,-0.031989573832083,1.63427927802277,-0.158591272372109,-0.924907317276808,0.0157822411636682,-0.623603910275442,-0.109666110316552,0.0678585044714831,-0.186652009744369,-0.0118111031538714,2.27614925224416,-0.962357083114101,0.316358909795421,-0.474902326241166,-1.05028195396144,-1.29636193538278,-0.571423371750799,2.05727905088901,1.0422864739519,1.45747043059763,-0.449962065933454
0.544951148235563,1.97835959344241,-2.59768175236121,-0.442389919908194,0.160721837893169,0.306750086922196,0.102702536047664,-0.571469152548314,0.651835503015804,1.23962430486313,-0.222120561440503,1.02610912431423,0.758326305296009,1.52903343825554,-0.0111442918250234,-0.769720065918512,1.57300180428026,-0.0159916646997836,1.18361649130849,1.61777834771625,1.23581774190593,-0.368781577894139,-0.299397160518272,-1.15057681387553,0.0447067126212178,1.48494272207586,0.221365246415791,0.192836589572884,-0.679094772534185,0.143637151992133,0.152310996169541,1.89541433550214,-1.44036367755001,-1.45019074656474,0.290775207639733,0.0292270759672102,-0.853253454962993,-0.230100028021986,0.339393443497279,0.26490106831121,1.75541300931673,0.642605060719265,0.019721860692819,0.617158655015486,0.611303342701867,-0.433394337856078
1.89478524467942,0.148758858936036,-2.95534623582523,-2.91207502139033,-0.421476810152644,-1.01593697033237,0.959337146255514,-1.65297745169396,0.395904061465073,-0.500160306519217,1.79995248325452,-0.550870019783479,1.4592855507313,-0.743514699537011,-1.75354147011836,-1.4002443969552,2.14216375948691,-1.16047413852257,1.30174499163965,0.314369026113743,-0.263476326387104,-0.294595020624963,-0.743242039314371,-2.24480369544982,-0.896613247272749,-0.324677858943403,1.30729509873801,0.641502249538912,-1.71011152354716,-0.313194076551798,1.5787833363722,-0.124590589189034,-1.0658731075247,-1.1707403965952,-0.555577037048966,-0.729500216563149,-0.658329896024446,0.095188613578886,1.38953083956335,-1.25450913441395,2.15000314261616,1.48057179769155,0.014440581548433,1.09615898133954,0.641669271909557,-0.571038054812372
-0.135769416170665,-0.991138391266122,1.56971752639909,0.578084479347724,0.133834259378513,-1.5217084378941,1.67058766116227,-1.90979148912848,1.5483537564012,1.01743630293501,0.159157224171329,-0.310192230175334,1.23147182304705,2.02523632957974,1.47737825802169,-0.745410063464128,0.33744627709731,-1.45181537317531,0.747510430877905,0.825203178924251,-0.581430246972649,-0.417981882390117,-1.1943114314199,0.0813010162792781,-0.0833575249355758,0.296858056460084,0.329892490614479,-0.021583331668261,-1.64414452319499,-0.931457062274383,-0.137243016938406,-1.17958965394567,0.1530452967616,-0.230322064321239,-0.113517121792925,-1.61611418199736,-0.00901003556648181,-0.588031043245791,0.46595159498837,0.138390621566705,-0.293968171791903,0.206828435276343,-1.18771178566098,0.160570756758284,-0.381804535987787,-0.697858606672313
-0.466540549919913,-0.668813982581931,0.407160044423662,0.636910213716916,0.200583018861187,0.399778213510908,-0.650715751163648,0.546918927210261,0.25246395800116,-1.01736867803309,-0.0272746320933762,1.22842878697866,-0.230366656200386,0.913967051904524,-0.930547296075118,-0.615418571725928,-0.377250996238419,0.47955188248877,0.0443082633613637,0.711734503322072,-1.15010866151188,0.967939490388065,0.327885854646368,1.09786614669682,-1.64481127989298,0.0872050984815537,-0.0382173982852672,-0.255994800640205,-0.436108255458584,-1.11861997132523,-0.461916682252828,-0.0975848529475605,0.14748874642959,0.350394466459636,-0.405665233065937,-0.527908044881626,-0.386723705612937,-0.0554235588888265,-0.0357628556959549,0.658926005418383,-0.23658611519139,-0.382334114010731,0.247133161900883,-0.883771673636699,0.706022552959921,-0.0658876346752134
